LINK_ID	GEOMETRY
37486	LINESTRING (996367.04365021 -4294431.68760525,996382.0760757 -4294420.57655991,996409.58073306 -4294403.29079168,996444.72390227 -4294385.91833338,996489.73194824 -4294365.65593239)
37487	LINESTRING (994023.67030203 -4296458.97184682,994046.60343691 -4296466.48638646,994081.03378066 -4296480.14262348,994105.32997152 -4296489.80808149,994123.90893827 -4296496.69695296,994137.22507764 -4296501.09652229,994151.29755215 -4296505.09322704,994164.39845573 -4296507.92689671)
37488	LINESTRING (994164.39845573 -4296507.92689671,994151.29755215 -4296505.09322704,994137.22507764 -4296501.09652229,994123.90893827 -4296496.69695296,994105.32997152 -4296489.80808149,994081.03378066 -4296480.14262348,994046.60343691 -4296466.48638646,994023.67030203 -4296458.97184682)
37495	LINESTRING (986358.41455909 -4305641.96729368,986377.44776862 -4305569.09065027,986380.62916195 -4305556.90801265,986435.7389154 -4305345.8708857,986445.15747067 -4305304.95129242,986453.3694235 -4305267.0071276)
37496	LINESTRING (986453.3694235 -4305267.0071276,986445.15747067 -4305304.95129242,986435.7389154 -4305345.8708857,986380.62916195 -4305556.90801265,986377.44776862 -4305569.09065027,986358.41455909 -4305641.96729368)
37501	LINESTRING (975207.98119138 -4289477.054144,975200.70831669 -4289506.86663403)
37502	LINESTRING (975200.70831669 -4289506.86663403,975207.98119138 -4289477.054144)
37505	LINESTRING (991077.74841981 -4303498.18430919,991080.6378601 -4303512.56728192,991081.74047907 -4303524.17849697,991081.7629774 -4303530.58136585,991081.77534811 -4303535.8062896)
37506	LINESTRING (991081.77534811 -4303535.8062896,991081.7629774 -4303530.58136585,991081.74047907 -4303524.17849697,991080.6378601 -4303512.56728192,991077.74841981 -4303498.18430919)
37507	LINESTRING (991168.05010842 -4303552.13441308,991175.13533961 -4303552.79077123)
37508	LINESTRING (991175.13533961 -4303552.79077123,991168.05010842 -4303552.13441308)
37511	LINESTRING (992681.80221388 -4305054.45086489,992683.61271335 -4305035.83543074,992684.49596491 -4305027.76451301,992688.78579851 -4304988.72147058,992693.73076259 -4304940.28671872)
37512	LINESTRING (992693.73076259 -4304940.28671872,992688.78579851 -4304988.72147058,992684.49596491 -4305027.76451301,992683.61271335 -4305035.83543074,992681.80221388 -4305054.45086489)
37515	LINESTRING (992641.65118348 -4305511.57659892)
37516	LINESTRING (992641.65118348 -4305511.57659892)
37517	LINESTRING (992647.09941366 -4305595.91009254,992625.5176329 -4305840.08683511)
37518	LINESTRING (992625.5176329 -4305840.08683511,992647.09941366 -4305595.91009254)
37519	LINESTRING (988206.60716311 -4313421.14407256,988163.55809815 -4313412.03019894,988152.07302509 -4313409.22186756,988145.87897293 -4313407.70450808,988085.73330304 -4313392.51193095,988051.6235649 -4313383.99472115,987995.1217496 -4313370.7426824)
37520	LINESTRING (987995.1217496 -4313370.7426824,988051.6235649 -4313383.99472115,988085.73330304 -4313392.51193095,988145.87897293 -4313407.70450808,988152.07302509 -4313409.22186756,988163.55809815 -4313412.03019894,988206.60716311 -4313421.14407256)
37521	LINESTRING (988239.34634037 -4313417.17097)
37522	LINESTRING (988239.34634037 -4313417.17097)
37525	LINESTRING (992232.20053748 -4309677.12110129)
37526	LINESTRING (992232.20053748 -4309677.12110129)
37527	LINESTRING (997818.92830168 -4302571.03288981)
37528	LINESTRING (997818.92830168 -4302571.03288981)
37531	LINESTRING (998004.98659585 -4302610.35749904,997998.8510626 -4302609.21066937,997986.70341304 -4302606.928138,997956.66146153 -4302601.73336862,997901.40194685 -4302594.614743,997868.06248795 -4302590.31145771,997822.70406756 -4302588.5129525)
37532	LINESTRING (997822.70406756 -4302588.5129525,997868.06248795 -4302590.31145771,997901.40194685 -4302594.614743,997956.66146153 -4302601.73336862,997986.70341304 -4302606.928138,997998.8510626 -4302609.21066937,998004.98659585 -4302610.35749904)
37533	LINESTRING (998053.76525626 -4302612.56576247,998077.88962091 -4302617.35099835,998089.71146852 -4302618.41602346,998097.90064803 -4302617.48350515,998105.62520312 -4302615.19756774)
37534	LINESTRING (998105.62520312 -4302615.19756774,998097.90064803 -4302617.48350515,998089.71146852 -4302618.41602346,998077.88962091 -4302617.35099835,998053.76525626 -4302612.56576247)
37535	LINESTRING (988289.54183513 -4313432.84396924,988276.77221954 -4313431.19913798,988250.26737719 -4313428.38397443,988234.78245488 -4313426.32854357)
37536	LINESTRING (988234.78245488 -4313426.32854357,988250.26737719 -4313428.38397443,988276.77221954 -4313431.19913798,988289.54183513 -4313432.84396924)
37539	LINESTRING (990144.81586804 -4316391.59232376)
37540	LINESTRING (990144.81586804 -4316391.59232376)
37543	LINESTRING (983110.76316717 -4315530.51878108,982745.75039327 -4315440.64766551,982394.45855487 -4315354.42939681)
37544	LINESTRING (982394.45855487 -4315354.42939681,982745.75039327 -4315440.64766551,983110.76316717 -4315530.51878108)
37547	LINESTRING (981162.66604589 -4313525.7593957,981159.97614676 -4313538.0795994)
37548	LINESTRING (981159.97614676 -4313538.0795994,981162.66604589 -4313525.7593957)
37549	LINESTRING (996570.16149143 -4302300.0932204,996609.40759577 -4302310.27088376,996674.09756987 -4302328.45457896,996689.5223842 -4302332.54376288,996712.58096186 -4302337.23004863,996737.31792463 -4302341.83197553)
37550	LINESTRING (996737.31792463 -4302341.83197553,996712.58096186 -4302337.23004863,996689.5223842 -4302332.54376288,996674.09756987 -4302328.45457896,996609.40759577 -4302310.27088376,996570.16149143 -4302300.0932204)
37553	LINESTRING (996455.46220208 -4302284.87791526,996395.28178384 -4302270.20621238,996340.69372772 -4302256.99059399,996285.41346749 -4302243.46639651,996229.38110159 -4302229.7067128,996172.44220582 -4302216.045171,996086.33458899 -4302195.56902985)
37554	LINESTRING (996086.33458899 -4302195.56902985,996172.44220582 -4302216.045171,996229.38110159 -4302229.7067128,996285.41346749 -4302243.46639651,996340.69372772 -4302256.99059399,996395.28178384 -4302270.20621238,996455.46220208 -4302284.87791526)
37561	LINESTRING (992974.18006501 -4303000.16735869,992963.42861318 -4303009.77455427,992950.34349306 -4303022.71490084,992935.93275234 -4303038.35012045,992927.40835003 -4303048.39237258,992918.35409072 -4303060.28160657,992909.48388639 -4303072.89356762,992904.17576818 -4303081.55384353,992897.67126105 -4303092.95419835,992890.57096403 -4303107.03636683,992884.59230367 -4303120.50164045,992880.199204 -4303132.33786864,992875.73450591 -4303144.8739073,992874.00042016 -4303150.73819049,992871.29538347 -4303159.9008358,992867.38209011 -4303176.99267719,992864.87446571 -4303190.29826037,992862.47511702 -4303206.46086501,992859.48811557 -4303235.32767287,992856.67421685 -4303268.21196011,992854.43983893 -4303294.33258936,992847.5953117 -4303369.71130402)
37562	LINESTRING (992847.5953117 -4303369.71130402,992854.43983893 -4303294.33258936,992856.67421685 -4303268.21196011,992859.48811557 -4303235.32767287,992862.47511702 -4303206.46086501,992864.87446571 -4303190.29826037,992867.38209011 -4303176.99267719,992871.29538347 -4303159.9008358,992874.00042016 -4303150.73819049,992875.73450591 -4303144.8739073,992880.199204 -4303132.33786864,992884.59230367 -4303120.50164045,992890.57096403 -4303107.03636683,992897.67126105 -4303092.95419835,992904.17576818 -4303081.55384353,992909.48388639 -4303072.89356762,992918.35409072 -4303060.28160657,992927.40835003 -4303048.39237258,992935.93275234 -4303038.35012045,992950.34349306 -4303022.71490084,992963.42861318 -4303009.77455427,992974.18006501 -4303000.16735869)
37563	LINESTRING (986608.99987501 -4300583.98364866,986563.57008021 -4300572.58598071,986466.4936244 -4300547.54528699,986459.14583475 -4300545.826347,986351.09905842 -4300516.72775664,986236.78860421 -4300479.31650749)
37564	LINESTRING (986236.78860421 -4300479.31650749,986351.09905842 -4300516.72775664,986459.14583475 -4300545.826347,986466.4936244 -4300547.54528699,986563.57008021 -4300572.58598071,986608.99987501 -4300583.98364866)
37565	LINESTRING (986717.51699881 -4300586.83146911,986806.72920688 -4300608.56247945)
37566	LINESTRING (986806.72920688 -4300608.56247945,986717.51699881 -4300586.83146911)
37567	LINESTRING (986105.14864007 -4300443.28975128,986088.74856054 -4300439.22994091)
37568	LINESTRING (986088.74856054 -4300439.22994091,986105.14864007 -4300443.28975128)
37569	LINESTRING (986198.52820185 -4300443.77655796,986221.57559157 -4300450.63622217,986355.93401186 -4300494.360025,986400.46630909 -4300507.35816972,986468.36150497 -4300524.66684069,986478.34424575 -4300527.13595378,986488.64242768 -4300529.65557585,986545.60711568 -4300543.55939607,986573.79304429 -4300550.49623835)
37570	LINESTRING (986573.79304429 -4300550.49623835,986545.60711568 -4300543.55939607,986488.64242768 -4300529.65557585,986478.34424575 -4300527.13595378,986468.36150497 -4300524.66684069,986400.46630909 -4300507.35816972,986355.93401186 -4300494.360025,986221.57559157 -4300450.63622217,986198.52820185 -4300443.77655796)
37571	LINESTRING (963807.61917493 -4279662.99699379,963786.47547993 -4279757.47765708,963774.79807864 -4279809.66194767,963754.56247682 -4279901.47801905,963746.03401098 -4279939.33159681)
37572	LINESTRING (963746.03401098 -4279939.33159681,963754.56247682 -4279901.47801905,963774.79807864 -4279809.66194767,963786.47547993 -4279757.47765708,963807.61917493 -4279662.99699379)
37573	LINESTRING (975119.09871018 -4301209.70973289,975114.29459334 -4301210.183596,975106.6955001 -4301209.80625121,975099.30990539 -4301208.61829832,975091.85272521 -4301206.5274,975083.93207059 -4301203.14040932,975075.57337775 -4301198.06728178,975069.78236469 -4301193.60119607,975064.81712764 -4301188.43442228,975059.79993057 -4301182.8483788,975055.0863081 -4301175.93287072,975048.1425941 -4301163.96800655,975021.75497303 -4301118.71891759)
37574	LINESTRING (975021.75497303 -4301118.71891759,975048.1425941 -4301163.96800655,975055.0863081 -4301175.93287072,975059.79993057 -4301182.8483788,975064.81712764 -4301188.43442228,975069.78236469 -4301193.60119607,975075.57337775 -4301198.06728178,975083.93207059 -4301203.14040932,975091.85272521 -4301206.5274,975099.30990539 -4301208.61829832,975106.6955001 -4301209.80625121,975114.29459334 -4301210.183596,975119.09871018 -4301209.70973289)
37575	LINESTRING (975246.61254666 -4301224.20517405,975243.64589841 -4301219.55046451,975238.34067018 -4301212.1905069,975232.82201865 -4301207.05339769,975226.93503988 -4301202.26495073,975220.63571076 -4301198.72915093,975213.17847083 -4301195.62943357,975206.04655361 -4301193.7800412,975198.59238983 -4301192.76531825,975191.3420684 -4301192.8669381)
37576	LINESTRING (975191.3420684 -4301192.8669381,975198.59238983 -4301192.76531825,975206.04655361 -4301193.7800412,975213.17847083 -4301195.62943357,975220.63571076 -4301198.72915093,975226.93503988 -4301202.26495073,975232.82201865 -4301207.05339769,975238.34067018 -4301212.1905069,975243.64589841 -4301219.55046451,975246.61254666 -4301224.20517405)
37577	LINESTRING (976727.9485117 -4302896.44893346,976766.41919471 -4302929.0622461)
37578	LINESTRING (976766.41919471 -4302929.0622461,976727.9485117 -4302896.44893346)
37579	LINESTRING (976667.67745993 -4302855.4576029,976643.81660255 -4302822.9893755,976633.44805444 -4302805.56473957)
37580	LINESTRING (976633.44805444 -4302805.56473957,976643.81660255 -4302822.9893755,976667.67745993 -4302855.4576029)
37581	LINESTRING (973636.35604737 -4286413.76558449,973638.07063649 -4286417.74732881,973639.41871368 -4286422.45868615,973640.14293541 -4286427.18251348,973640.75140227 -4286433.93505369,973640.82234892 -4286440.73004598,973640.08507317 -4286445.5832819)
37582	LINESTRING (973640.08507317 -4286445.5832819,973640.82234892 -4286440.73004598,973640.75140227 -4286433.93505369,973640.14293541 -4286427.18251348,973639.41871368 -4286422.45868615,973638.07063649 -4286417.74732881,973636.35604737 -4286413.76558449)
37585	LINESTRING (987194.78389655 -4280594.2920013,987199.67063781 -4280591.50063126,987205.10133705 -4280590.0009723,987211.48713933 -4280589.97520457)
37586	LINESTRING (987211.48713933 -4280589.97520457,987205.10133705 -4280590.0009723,987199.67063781 -4280591.50063126,987194.78389655 -4280594.2920013)
37587	LINESTRING (952739.79124252 -4291819.12403547,952746.06845858 -4291796.03535607,952753.39560732 -4291769.00367999)
37588	LINESTRING (952753.39560732 -4291769.00367999,952746.06845858 -4291796.03535607,952739.79124252 -4291819.12403547)
37591	LINESTRING (952741.35674245 -4291874.46896855,952723.70639437 -4291967.44241386)
37592	LINESTRING (952723.70639437 -4291967.44241386,952741.35674245 -4291874.46896855)
37593	LINESTRING (951661.96881523 -4288926.86489194,951628.43569262 -4289086.6118936,951607.22188901 -4289205.88941763,951598.34139755 -4289254.4740723)
37594	LINESTRING (951598.34139755 -4289254.4740723,951607.22188901 -4289205.88941763,951628.43569262 -4289086.6118936,951661.96881523 -4288926.86489194)
37597	LINESTRING (951576.11423792 -4289387.01865293)
37598	LINESTRING (951576.11423792 -4289387.01865293)
37599	LINESTRING (951654.58314236 -4288898.32639107,951658.31003147 -4288878.10117841,951660.40962918 -4288866.68697129,951667.90398311 -4288825.97123101,951677.49878306 -4288779.532179)
37600	LINESTRING (951677.49878306 -4288779.532179,951667.90398311 -4288825.97123101,951660.40962918 -4288866.68697129,951658.31003147 -4288878.10117841,951654.58314236 -4288898.32639107)
37603	LINESTRING (983229.96721003 -4299947.08294533,983122.14658581 -4299921.74701342,983118.29842941 -4299920.84520985)
37604	LINESTRING (983118.29842941 -4299920.84520985,983122.14658581 -4299921.74701342,983229.96721003 -4299947.08294533)
37605	LINESTRING (982870.81538729 -4299860.93024205,982765.51590102 -4299834.81281351,982695.44435753 -4299817.42434458,982662.08621788 -4299809.15364487,982558.33474601 -4299783.51178604,982508.56279082 -4299771.11873268)
37606	LINESTRING (982508.56279082 -4299771.11873268,982558.33474601 -4299783.51178604,982662.08621788 -4299809.15364487,982695.44435753 -4299817.42434458,982765.51590102 -4299834.81281351,982870.81538729 -4299860.93024205)
37607	LINESTRING (982105.82800295 -4306114.30046021,982056.02862881 -4306067.18437782,982016.98077716 -4306030.23679696)
37608	LINESTRING (982016.98077716 -4306030.23679696,982056.02862881 -4306067.18437782,982105.82800295 -4306114.30046021)
37609	LINESTRING (982268.01244512 -4306243.84783011)
37610	LINESTRING (982268.01244512 -4306243.84783011)
37611	LINESTRING (987503.80316135 -4280374.48865324,987527.578476 -4280356.93442248,987543.14527825 -4280348.4846219,987559.28355168 -4280342.81876038,987575.28538786 -4280341.7892573,987589.66290771 -4280343.60597675)
37612	LINESTRING (987589.66290771 -4280343.60597675,987575.28538786 -4280341.7892573,987559.28355168 -4280342.81876038,987543.14527825 -4280348.4846219,987527.578476 -4280356.93442248,987503.80316135 -4280374.48865324)
37615	LINESTRING (987703.68085464 -4280431.84452857,987678.01381358 -4280422.42569806,987668.05925957 -4280417.53000516,987660.3601715 -4280412.80138837,987652.98579402 -4280406.8247342,987603.71835491 -4280363.95436138,987596.51883529 -4280360.7151927)
37616	LINESTRING (987596.51883529 -4280360.7151927,987603.71835491 -4280363.95436138,987652.98579402 -4280406.8247342,987660.3601715 -4280412.80138837,987668.05925957 -4280417.53000516,987678.01381358 -4280422.42569806,987703.68085464 -4280431.84452857)
37617	LINESTRING (968102.59057909 -4295880.30637628,968098.46609276 -4295885.90765038,968094.37519992 -4295890.61539926,968089.53234439 -4295893.75590912,968082.36042003 -4295895.06819055)
37618	LINESTRING (968082.36042003 -4295895.06819055,968089.53234439 -4295893.75590912,968094.37519992 -4295890.61539926,968098.46609276 -4295885.90765038,968102.59057909 -4295880.30637628)
37619	LINESTRING (992660.04700587 -4307953.19578741,992662.04433914 -4307944.78671211,992664.25959127 -4307935.43297299,992665.96539169 -4307928.69072681)
37620	LINESTRING (992665.96539169 -4307928.69072681,992664.25959127 -4307935.43297299,992662.04433914 -4307944.78671211,992660.04700587 -4307953.19578741)
