LINK_ID	GEOMETRY
19516	LINESTRING (994012.16453725 -4301120.32789447)
19517	LINESTRING (994012.16453725 -4301120.32789447)
19520	LINESTRING (992763.6762629 -4298535.56619312,992764.01261848 -4298532.00971689,992764.8027117 -4298523.68559316,992767.0786612 -4298499.56781194,992771.15936324 -4298454.60770047,992777.31546126 -4298379.13459846,992780.07982907 -4298345.19757629,992780.84988829 -4298335.80694252,992787.46604089 -4298257.28192583,992788.93936391 -4298229.71884237,992795.23766446 -4298152.75716414,992797.99935223 -4298128.87372397,992800.498474 -4298110.40265661,992806.75111499 -4298089.92535968,992816.29139826 -4298056.76374597,992820.16487422 -4298022.35482973,992831.75126153 -4297894.994628,992842.53264905 -4297772.651221,992852.64352584 -4297651.73888428,992861.31065469 -4297561.03716662,992864.54379218 -4297528.91387844,992868.83622714 -4297475.6356005,992874.88882056 -4297410.74696492,992875.40172126 -4297406.41068615,992880.0908338 -4297347.1159927,992884.17548489 -4297306.87638156,992886.40967651 -4297284.51543404,992889.07063967 -4297252.22910798,992896.65565762 -4297162.1937709,992905.06998746 -4297038.98003192)
19521	LINESTRING (992905.06998746 -4297038.98003192,992896.65565762 -4297162.1937709,992889.07063967 -4297252.22910798,992886.40967651 -4297284.51543404,992884.17548489 -4297306.87638156,992880.0908338 -4297347.1159927,992875.40172126 -4297406.41068615,992874.88882056 -4297410.74696492,992868.83622714 -4297475.6356005,992864.54379218 -4297528.91387844,992861.31065469 -4297561.03716662,992852.64352584 -4297651.73888428,992842.53264905 -4297772.651221,992831.75126153 -4297894.994628,992820.16487422 -4298022.35482973,992816.29139826 -4298056.76374597,992806.75111499 -4298089.92535968,992800.498474 -4298110.40265661,992797.99935223 -4298128.87372397,992795.23766446 -4298152.75716414,992788.93936391 -4298229.71884237,992787.46604089 -4298257.28192583,992780.84988829 -4298335.80694252,992780.07982907 -4298345.19757629,992777.31546126 -4298379.13459846,992771.15936324 -4298454.60770047,992767.0786612 -4298499.56781194,992764.8027117 -4298523.68559316,992764.01261848 -4298532.00971689,992763.6762629 -4298535.56619312)
19526	LINESTRING (992941.83728764 -4296882.5208985,992936.33825043 -4296884.8526014,992931.65324457 -4296886.83133991)
19527	LINESTRING (992931.65324457 -4296886.83133991,992936.33825043 -4296884.8526014,992941.83728764 -4296882.5208985)
19528	LINESTRING (971090.87489416 -4288927.80852448)
19529	LINESTRING (971090.87489416 -4288927.80852448)
19530	LINESTRING (971098.05113484 -4288913.906017,971096.66496643 -4288917.64982158,971094.78917654 -4288920.99225531,971092.29059292 -4288924.2353537)
19531	LINESTRING (971092.29059292 -4288924.2353537,971094.78917654 -4288920.99225531,971096.66496643 -4288917.64982158,971098.05113484 -4288913.906017)
19534	LINESTRING (962304.25220732 -4295186.88000848,962303.1321761 -4295192.2060963)
19535	LINESTRING (962303.1321761 -4295192.2060963,962304.25220732 -4295186.88000848)
19536	LINESTRING (961403.82439186 -4293555.73710306,961410.48111142 -4293553.80448047)
19537	LINESTRING (961410.48111142 -4293553.80448047,961403.82439186 -4293555.73710306)
19542	LINESTRING (954104.32690471 -4296730.19165781)
19543	LINESTRING (954104.32690471 -4296730.19165781)
19544	LINESTRING (954980.04932091 -4295992.67557312,955193.79590813 -4295892.31759603)
19545	LINESTRING (955193.79590813 -4295892.31759603,954980.04932091 -4295992.67557312)
19546	LINESTRING (953568.54418209 -4296709.97182302,953470.49796254 -4296759.26730398,953426.46184365 -4296787.04480097,953406.33215002 -4296801.44900786,953378.42536035 -4296822.90479753,953359.08406635 -4296838.47502926,953345.96931531 -4296849.11263352,953331.17632651 -4296863.14679511,953317.20195446 -4296877.37464377,953303.71443188 -4296891.52112681,953290.34434433 -4296906.98875324,953277.59511102 -4296922.26327852,953265.22154859 -4296938.6458438,953253.31474355 -4296955.18062382)
19547	LINESTRING (953253.31474355 -4296955.18062382,953265.22154859 -4296938.6458438,953277.59511102 -4296922.26327852,953290.34434433 -4296906.98875324,953303.71443188 -4296891.52112681,953317.20195446 -4296877.37464377,953331.17632651 -4296863.14679511,953345.96931531 -4296849.11263352,953359.08406635 -4296838.47502926,953378.42536035 -4296822.90479753,953406.33215002 -4296801.44900786,953426.46184365 -4296787.04480097,953470.49796254 -4296759.26730398,953568.54418209 -4296709.97182302)
19548	LINESTRING (953482.98449923 -4296557.90749207,953489.44260283 -4296547.39225989,953497.74131116 -4296537.99900614,953506.77761308 -4296530.36119175,953516.98679324 -4296524.58349149,953526.98488999 -4296520.02021465,953539.13846869 -4296516.74047322,953548.64400353 -4296515.6308646,953558.24737188 -4296515.86309774,953567.00276946 -4296516.86278273,953577.08725316 -4296519.45589472,953618.61489049 -4296531.8020558,953665.05689744 -4296546.20713936,953679.49214486 -4296550.28397567,953685.92384438 -4296552.05869304,953695.1484428 -4296554.42106502,953705.25650658 -4296556.11991134)
19549	LINESTRING (953705.25650658 -4296556.11991134,953695.1484428 -4296554.42106502,953685.92384438 -4296552.05869304,953679.49214486 -4296550.28397567,953665.05689744 -4296546.20713936,953618.61489049 -4296531.8020558,953577.08725316 -4296519.45589472,953567.00276946 -4296516.86278273,953558.24737188 -4296515.86309774,953548.64400353 -4296515.6308646,953539.13846869 -4296516.74047322,953526.98488999 -4296520.02021465,953516.98679324 -4296524.58349149,953506.77761308 -4296530.36119175,953497.74131116 -4296537.99900614,953489.44260283 -4296547.39225989,953482.98449923 -4296557.90749207)
19550	LINESTRING (956877.05939484 -4294806.58684203,956911.0847759 -4294790.68843343,956942.06591207 -4294780.61153777,956958.47754173 -4294776.53779897,956971.0753077 -4294773.30017264,957080.30392207 -4294745.20439652,957106.53766615 -4294737.72099746)
19551	LINESTRING (957106.53766615 -4294737.72099746,957080.30392207 -4294745.20439652,956971.0753077 -4294773.30017264,956958.47754173 -4294776.53779897,956942.06591207 -4294780.61153777,956911.0847759 -4294790.68843343,956877.05939484 -4294806.58684203)
19552	LINESTRING (956671.00403528 -4295088.845824,956639.62045682 -4295096.90553318,956609.9195405 -4295108.12462414,956586.33977686 -4295119.78232148,956580.1432107 -4295123.61753725,956553.19557938 -4295140.3182174,956525.23884039 -4295160.88721398,956494.4619338 -4295184.78732108,956457.51086716 -4295216.59211544)
19553	LINESTRING (956457.51086716 -4295216.59211544,956494.4619338 -4295184.78732108,956525.23884039 -4295160.88721398,956553.19557938 -4295140.3182174,956580.1432107 -4295123.61753725,956586.33977686 -4295119.78232148,956609.9195405 -4295108.12462414,956639.62045682 -4295096.90553318,956671.00403528 -4295088.845824)
19554	LINESTRING (953376.17133441 -4296591.1431841)
19555	LINESTRING (953376.17133441 -4296591.1431841)
19556	LINESTRING (953463.0100298 -4296593.43548343)
19557	LINESTRING (953463.0100298 -4296593.43548343)
19562	LINESTRING (968604.75703325 -4294440.17883039,968603.87626546 -4294436.93079547,968603.47225943 -4294435.45002197,968602.98861782 -4294433.65974943,968602.59836981 -4294432.2249991)
19563	LINESTRING (968602.59836981 -4294432.2249991,968602.98861782 -4294433.65974943,968603.47225943 -4294435.45002197,968603.87626546 -4294436.93079547,968604.75703325 -4294440.17883039)
19566	LINESTRING (968620.83713416 -4294439.27538468,968622.34583968 -4294444.59522832,968640.4648232 -4294513.45468304,968645.06940296 -4294530.85540057)
19567	LINESTRING (968645.06940296 -4294530.85540057,968640.4648232 -4294513.45468304,968622.34583968 -4294444.59522832,968620.83713416 -4294439.27538468)
19568	LINESTRING (966911.18119041 -4293845.18112018)
19569	LINESTRING (966911.18119041 -4293845.18112018)
19570	LINESTRING (964814.68017377 -4292069.7926041,965109.98134278 -4292140.0928089,965120.43531689 -4292142.25750487,965195.30993346 -4292157.32306029,965232.7651159 -4292158.98097356,965258.63325876 -4292156.885384,965306.92088377 -4292144.92096403)
19571	LINESTRING (965306.92088377 -4292144.92096403,965258.63325876 -4292156.885384,965232.7651159 -4292158.98097356,965195.30993346 -4292157.32306029,965120.43531689 -4292142.25750487,965109.98134278 -4292140.0928089,964814.68017377 -4292069.7926041)
19572	LINESTRING (969794.81977428 -4290323.16648532)
19573	LINESTRING (969794.81977428 -4290323.16648532)
19574	LINESTRING (969760.31851052 -4290480.16283823)
19575	LINESTRING (969760.31851052 -4290480.16283823)
19580	LINESTRING (953471.80751731 -4288187.60528969,953467.52225072 -4288207.35595591)
19581	LINESTRING (953467.52225072 -4288207.35595591,953471.80751731 -4288187.60528969)
19582	LINESTRING (953949.77607601 -4285972.88156138,953968.55323503 -4285888.76121015,953976.62852745 -4285837.45917891,953981.2809932 -4285798.55396505,953986.07252339 -4285752.96241692,953990.51069983 -4285723.06707425,953994.06121152 -4285703.70299436)
19583	LINESTRING (953994.06121152 -4285703.70299436,953990.51069983 -4285723.06707425,953986.07252339 -4285752.96241692,953981.2809932 -4285798.55396505,953976.62852745 -4285837.45917891,953968.55323503 -4285888.76121015,953949.77607601 -4285972.88156138)
19584	LINESTRING (958176.69364621 -4289290.57666325,958180.69253144 -4289276.50413692,958182.99687568 -4289266.71032821,958226.11670379 -4289084.29065736,958229.20163264 -4289071.22594459,958232.69046537 -4289056.47091569,958235.90287131 -4289042.857094,958242.06699561 -4289016.79443382)
19585	LINESTRING (958242.06699561 -4289016.79443382,958235.90287131 -4289042.857094,958232.69046537 -4289056.47091569,958229.20163264 -4289071.22594459,958226.11670379 -4289084.29065736,958182.99687568 -4289266.71032821,958180.69253144 -4289276.50413692,958176.69364621 -4289290.57666325)
19586	LINESTRING (958072.61958601 -4289473.31156401)
19587	LINESTRING (958072.61958601 -4289473.31156401)
19594	LINESTRING (952818.63162174 -4279710.20826255,952725.38342124 -4279689.72987897)
19595	LINESTRING (952725.38342124 -4279689.72987897,952818.63162174 -4279710.20826255)
19596	LINESTRING (951704.05971718 -4279438.74980038)
19597	LINESTRING (951704.05971718 -4279438.74980038)
19598	LINESTRING (971077.47742623 -4286665.31085773,971037.72989603 -4286656.06269434)
19599	LINESTRING (971037.72989603 -4286656.06269434,971077.47742623 -4286665.31085773)
19600	LINESTRING (971316.65144464 -4286707.0281001)
19601	LINESTRING (971316.65144464 -4286707.0281001)
19602	LINESTRING (968998.57727589 -4286206.19206311,968968.78003356 -4286199.00805041,968933.77305995 -4286190.56259917)
19603	LINESTRING (968933.77305995 -4286190.56259917,968968.78003356 -4286199.00805041,968998.57727589 -4286206.19206311)
19604	LINESTRING (966094.21336778 -4279483.746443,965983.89899594 -4279452.08418965,965950.36818114 -4279442.78295198,965927.94457185 -4279436.56491948,965882.97269537 -4279427.19803609,965858.91350994 -4279422.18180187,965827.88297658 -4279415.6519756,965784.34513226 -4279406.47745781,965766.63566438 -4279402.75297743)
19605	LINESTRING (965766.63566438 -4279402.75297743,965784.34513226 -4279406.47745781,965827.88297658 -4279415.6519756,965858.91350994 -4279422.18180187,965882.97269537 -4279427.19803609,965927.94457185 -4279436.56491948,965950.36818114 -4279442.78295198,965983.89899594 -4279452.08418965,966094.21336778 -4279483.746443)
19608	LINESTRING (967358.37521948 -4279117.78636093,967362.45733242 -4279101.07393578,967376.88682023 -4279041.92093557)
19609	LINESTRING (967376.88682023 -4279041.92093557,967362.45733242 -4279101.07393578,967358.37521948 -4279117.78636093)
19610	LINESTRING (967349.52540554 -4279197.69690825,967336.30803186 -4279242.4299634,967324.31087446 -4279273.05711197,967297.98574938 -4279336.03478564,967262.74507729 -4279408.98752464,967227.15516169 -4279466.74574228,967206.06241207 -4279498.38393289,967169.70635555 -4279538.58180119,967132.16817626 -4279574.88014667,967106.63223191 -4279597.7541599)
19611	LINESTRING (967106.63223191 -4279597.7541599,967132.16817626 -4279574.88014667,967169.70635555 -4279538.58180119,967206.06241207 -4279498.38393289,967227.15516169 -4279466.74574228,967262.74507729 -4279408.98752464,967297.98574938 -4279336.03478564,967324.31087446 -4279273.05711197,967336.30803186 -4279242.4299634,967349.52540554 -4279197.69690825)
19614	LINESTRING (984887.79729793 -4289821.26854352,984888.4509409 -4289818.71594337,984889.08629477 -4289815.56788275)
19615	LINESTRING (984889.08629477 -4289815.56788275,984888.4509409 -4289818.71594337,984887.79729793 -4289821.26854352)
19618	LINESTRING (993251.64067055 -4296789.21325044)
19619	LINESTRING (993251.64067055 -4296789.21325044)
19622	LINESTRING (998283.66178672 -4293662.34297557)
19623	LINESTRING (998283.66178672 -4293662.34297557)
19624	LINESTRING (999396.89897547 -4292387.62527001,999361.10103171 -4292420.71850363)
19625	LINESTRING (999361.10103171 -4292420.71850363,999396.89897547 -4292387.62527001)
19628	LINESTRING (950482.36397163 -4287176.77655057,950487.85871312 -4287202.11479928,950498.91738277 -4287239.00813651,950528.33192851 -4287311.3815081,950539.80193078 -4287338.80008774)
19629	LINESTRING (950539.80193078 -4287338.80008774,950528.33192851 -4287311.3815081,950498.91738277 -4287239.00813651,950487.85871312 -4287202.11479928,950482.36397163 -4287176.77655057)
19630	LINESTRING (969024.87568613 -4295046.46062282,969025.72477926 -4295049.56032584)
19631	LINESTRING (969025.72477926 -4295049.56032584,969024.87568613 -4295046.46062282)
19632	LINESTRING (987463.93364938 -4300791.0663351,987439.55105489 -4300785.23944713,987437.16686605 -4300784.66830505)
19633	LINESTRING (987437.16686605 -4300784.66830505,987439.55105489 -4300785.23944713,987463.93364938 -4300791.0663351)
19636	LINESTRING (987411.21993768 -4300735.55993148)
19637	LINESTRING (987411.21993768 -4300735.55993148)
19640	LINESTRING (973353.20858701 -4306211.4307414,973349.87269088 -4306205.93616877)
19641	LINESTRING (973349.87269088 -4306205.93616877,973353.20858701 -4306211.4307414)
19644	LINESTRING (972661.38375878 -4304809.37836506)
19645	LINESTRING (972661.38375878 -4304809.37836506)
19646	LINESTRING (972697.46885233 -4305041.62218202)
19647	LINESTRING (972697.46885233 -4305041.62218202)
19648	LINESTRING (972696.72840268 -4305157.76554707,972692.42284695 -4305136.80685571,972687.91693592 -4305108.82467677)
19649	LINESTRING (972687.91693592 -4305108.82467677,972692.42284695 -4305136.80685571,972696.72840268 -4305157.76554707)
19650	LINESTRING (972577.38061723 -4304495.361205)
19651	LINESTRING (972577.38061723 -4304495.361205)
19652	LINESTRING (973603.39668568 -4304740.98028014)
19653	LINESTRING (973603.39668568 -4304740.98028014)
19658	LINESTRING (996002.20718501 -4302161.16982522)
19659	LINESTRING (996002.20718501 -4302161.16982522)
19666	LINESTRING (996250.72105245 -4299072.32091134,996235.01688721 -4299066.63873722,996221.58330517 -4299060.4209322,996204.61483637 -4299051.99114822,996188.19144682 -4299043.43105432,996174.05932659 -4299035.39078484,996155.63048945 -4299024.21823192,996143.63076796 -4299016.19034628,996131.77588487 -4299007.14431223,996119.98741326 -4298997.65592354,996108.02283514 -4298986.86274479,996099.38120782 -4298977.87019229,996090.09568631 -4298968.32660293,996077.70265314 -4298953.10123323,996063.32458242 -4298933.65121501,996053.26675872 -4298918.45644097,996042.58350714 -4298900.52665095,996001.43830256 -4298829.04008406,995995.53746867 -4298819.5206067)
19667	LINESTRING (995995.53746867 -4298819.5206067,996001.43830256 -4298829.04008406,996042.58350714 -4298900.52665095,996053.26675872 -4298918.45644097,996063.32458242 -4298933.65121501,996077.70265314 -4298953.10123323,996090.09568631 -4298968.32660293,996099.38120782 -4298977.87019229,996108.02283514 -4298986.86274479,996119.98741326 -4298997.65592354,996131.77588487 -4299007.14431223,996143.63076796 -4299016.19034628,996155.63048945 -4299024.21823192,996174.05932659 -4299035.39078484,996188.19144682 -4299043.43105432,996204.61483637 -4299051.99114822,996221.58330517 -4299060.4209322,996235.01688721 -4299066.63873722,996250.72105245 -4299072.32091134)
19670	LINESTRING (996452.71235745 -4299023.40888582)
19671	LINESTRING (996452.71235745 -4299023.40888582)
19672	LINESTRING (996464.76813604 -4298992.54855008,996466.0685563 -4299005.27507049,996467.26098218 -4299015.3466721)
19673	LINESTRING (996467.26098218 -4299015.3466721,996466.0685563 -4299005.27507049,996464.76813604 -4298992.54855008)
19676	LINESTRING (995297.77394266 -4303989.89468379,995363.79665837 -4304024.39089474,995385.34647655 -4304035.64307716,995400.35204713 -4304043.48223972,995437.04235281 -4304062.65311009)
19677	LINESTRING (995437.04235281 -4304062.65311009,995400.35204713 -4304043.48223972,995385.34647655 -4304035.64307716,995363.79665837 -4304024.39089474,995297.77394266 -4303989.89468379)
19680	LINESTRING (984072.02849586 -4292929.95627898)
19681	LINESTRING (984072.02849586 -4292929.95627898)
19686	LINESTRING (955527.72528884 -4279283.83082332,955445.19376688 -4279207.04814681,955347.22799588 -4279113.83092507,955175.08701402 -4278952.67324238,954954.53476254 -4278752.39286727)
19687	LINESTRING (954954.53476254 -4278752.39286727,955175.08701402 -4278952.67324238,955347.22799588 -4279113.83092507,955445.19376688 -4279207.04814681,955527.72528884 -4279283.83082332)
19688	LINESTRING (956093.13642809 -4279760.41413249,956545.78820262 -4280182.01823667,956558.43556448 -4280193.66898847)
19689	LINESTRING (956558.43556448 -4280193.66898847,956545.78820262 -4280182.01823667,956093.13642809 -4279760.41413249)
19690	LINESTRING (954531.61359803 -4278360.98386884,954409.08809166 -4278247.03260764,954163.73272989 -4278018.65051829)
19691	LINESTRING (954163.73272989 -4278018.65051829,954409.08809166 -4278247.03260764,954531.61359803 -4278360.98386884)
19696	LINESTRING (977127.66902094 -4299786.85967353,977121.42271995 -4299802.67217942,977115.85674229 -4299813.89347535,977112.76216878 -4299819.76244905)
19697	LINESTRING (977112.76216878 -4299819.76244905,977115.85674229 -4299813.89347535,977121.42271995 -4299802.67217942,977127.66902094 -4299786.85967353)
19698	LINESTRING (977135.49226497 -4299660.64474148,977139.54804615 -4299641.65792278,977142.6493113 -4299625.43369743)
19699	LINESTRING (977142.6493113 -4299625.43369743,977139.54804615 -4299641.65792278,977135.49226497 -4299660.64474148)
19700	LINESTRING (971983.05379304 -4302718.30980959,971978.70138905 -4302710.60879045,971974.77333487 -4302703.63993308)
19701	LINESTRING (971974.77333487 -4302703.63993308,971978.70138905 -4302710.60879045,971983.05379304 -4302718.30980959)
19702	LINESTRING (972214.09063608 -4303106.87470013,972232.04775101 -4303155.91940925,972239.83018307 -4303178.2800363,972241.59856238 -4303183.23255947,972262.1178474 -4303246.60290255,972276.96746937 -4303298.45761806)
19703	LINESTRING (972276.96746937 -4303298.45761806,972262.1178474 -4303246.60290255,972241.59856238 -4303183.23255947,972239.83018307 -4303178.2800363,972232.04775101 -4303155.91940925,972214.09063608 -4303106.87470013)
19712	LINESTRING (973714.96679408 -4306737.86144803,973751.14099635 -4306795.48966708,973775.22349459 -4306832.67254296,973779.12698377 -4306839.68581961)
19713	LINESTRING (973779.12698377 -4306839.68581961,973775.22349459 -4306832.67254296,973751.14099635 -4306795.48966708,973714.96679408 -4306737.86144803)
19722	LINESTRING (983624.15460554 -4312287.0997874,983656.45409846 -4312294.85879687,983680.42721646 -4312300.61091717)
19723	LINESTRING (983680.42721646 -4312300.61091717,983656.45409846 -4312294.85879687,983624.15460554 -4312287.0997874)
19724	LINESTRING (986363.76081514 -4312969.86957833,986312.95974428 -4312957.26907999)
19725	LINESTRING (986312.95974428 -4312957.26907999,986363.76081514 -4312969.86957833)
19726	LINESTRING (984628.38760318 -4312540.13675465)
19727	LINESTRING (984628.38760318 -4312540.13675465)
19728	LINESTRING (985473.51312705 -4316066.69235398)
19729	LINESTRING (985473.51312705 -4316066.69235398)
19730	LINESTRING (987095.54497986 -4316456.55259093)
19731	LINESTRING (987095.54497986 -4316456.55259093)
19734	LINESTRING (989380.03884891 -4317542.98780614,989698.64500984 -4317624.0039464)
19735	LINESTRING (989698.64500984 -4317624.0039464,989380.03884891 -4317542.98780614)
19736	LINESTRING (988794.02770512 -4313560.1872513,988811.10395637 -4313567.08412869)
19737	LINESTRING (988811.10395637 -4313567.08412869,988794.02770512 -4313560.1872513)
19738	LINESTRING (988714.58145536 -4313545.41981615,988670.16054202 -4313528.71314157)
19739	LINESTRING (988670.16054202 -4313528.71314157,988714.58145536 -4313545.41981615)
19740	LINESTRING (988758.07772892 -4313586.28774885,988761.25320911 -4313580.05636755,988763.63534563 -4313573.56348342,988764.78565172 -4313570.42553583)
19741	LINESTRING (988764.78565172 -4313570.42553583,988763.63534563 -4313573.56348342,988761.25320911 -4313580.05636755,988758.07772892 -4313586.28774885)
19744	LINESTRING (989429.78212077 -4290909.37921531,989439.1299762 -4290910.98633419)
19745	LINESTRING (989439.1299762 -4290910.98633419,989429.78212077 -4290909.37921531)
19746	LINESTRING (965020.95849264 -4296365.83554725,964985.12554401 -4296377.04830842,964956.48140105 -4296386.02949901,964921.34455949 -4296394.65849906,964890.25783702 -4296400.35685716,964823.53789019 -4296410.38320677,964756.11408723 -4296415.53021102,964687.81182623 -4296413.92253224,964621.75337422 -4296409.30568179,964551.36974102 -4296397.09636691,964491.23767649 -4296384.1210281,964426.55027253 -4296363.84696584,964351.68401293 -4296332.56901859,964298.55172283 -4296306.75687701,964241.35304546 -4296272.10859856,964184.90949669 -4296233.0664953,964136.54089894 -4296193.34877026,964094.73809142 -4296155.49100586,964045.59737941 -4296111.3588815,963943.75630656 -4296022.21452227,963779.81181413 -4295876.27219526,963691.72299586 -4295797.0669714,963596.72722486 -4295712.64570388,963525.2836266 -4295652.14555994,963489.30401933 -4295621.68842544,963442.63776829 -4295583.08641918,963381.56629077 -4295536.27429025,963345.20767915 -4295510.68158622,963276.2127585 -4295468.71710215,963211.97351607 -4295433.08274145,963156.59458555 -4295406.15195807,963095.14334106 -4295378.72757296,963032.56902673 -4295354.7132626,963015.13801077 -4295348.69454146,962968.97247157 -4295333.97212474)
19747	LINESTRING (962968.97247157 -4295333.97212474,963015.13801077 -4295348.69454146,963032.56902673 -4295354.7132626,963095.14334106 -4295378.72757296,963156.59458555 -4295406.15195807,963211.97351607 -4295433.08274145,963276.2127585 -4295468.71710215,963345.20767915 -4295510.68158622,963381.56629077 -4295536.27429025,963442.63776829 -4295583.08641918,963489.30401933 -4295621.68842544,963525.2836266 -4295652.14555994,963596.72722486 -4295712.64570388,963691.72299586 -4295797.0669714,963779.81181413 -4295876.27219526,963943.75630656 -4296022.21452227,964045.59737941 -4296111.3588815,964094.73809142 -4296155.49100586,964136.54089894 -4296193.34877026,964184.90949669 -4296233.0664953,964241.35304546 -4296272.10859856,964298.55172283 -4296306.75687701,964351.68401293 -4296332.56901859,964426.55027253 -4296363.84696584,964491.23767649 -4296384.1210281,964551.36974102 -4296397.09636691,964621.75337422 -4296409.30568179,964687.81182623 -4296413.92253224,964756.11408723 -4296415.53021102,964823.53789019 -4296410.38320677,964890.25783702 -4296400.35685716,964921.34455949 -4296394.65849906,964956.48140105 -4296386.02949901,964985.12554401 -4296377.04830842,965020.95849264 -4296365.83554725)
19748	LINESTRING (962863.11303521 -4295305.86289616,962840.20621432 -4295300.56784076)
19749	LINESTRING (962840.20621432 -4295300.56784076,962863.11303521 -4295305.86289616)
19750	LINESTRING (962873.70712879 -4295310.98500353,962838.82829845 -4295305.99476854)
19751	LINESTRING (962838.82829845 -4295305.99476854,962873.70712879 -4295310.98500353)
19752	LINESTRING (976522.49402019 -4277139.33667761,976500.14175155 -4277168.82997543,976479.017095 -4277196.71779099,976464.88554 -4277217.58264481,976434.16675993 -4277262.93788971,976351.1097647 -4277395.38075779,976340.6870745 -4277415.0824652,976321.26016712 -4277444.43036737,976298.91549584 -4277480.4318464,976249.86242255 -4277553.76490145,976215.4919696 -4277605.43018802,976211.40864499 -4277613.79560088,976205.73830101 -4277625.42613992,976200.70086063 -4277636.33956217,976196.55267883 -4277646.86079056,976193.59697756 -4277654.35099822,976189.99602141 -4277663.50920548,976179.54560867 -4277683.93673698,976176.94755644 -4277689.78967064)
19753	LINESTRING (976176.94755644 -4277689.78967064,976179.54560867 -4277683.93673698,976189.99602141 -4277663.50920548,976193.59697756 -4277654.35099822,976196.55267883 -4277646.86079056,976200.70086063 -4277636.33956217,976205.73830101 -4277625.42613992,976211.40864499 -4277613.79560088,976215.4919696 -4277605.43018802,976249.86242255 -4277553.76490145,976298.91549584 -4277480.4318464,976321.26016712 -4277444.43036737,976340.6870745 -4277415.0824652,976351.1097647 -4277395.38075779,976434.16675993 -4277262.93788971,976464.88554 -4277217.58264481,976479.017095 -4277196.71779099,976500.14175155 -4277168.82997543,976522.49402019 -4277139.33667761)
19758	LINESTRING (972849.84692039 -4280348.93052958,972849.41874309 -4280401.85930032,972850.98789512 -4280435.7546155,972854.38500553 -4280470.52698823,972860.62092508 -4280513.63485379,972870.58587915 -4280556.34157047)
19759	LINESTRING (972870.58587915 -4280556.34157047,972860.62092508 -4280513.63485379,972854.38500553 -4280470.52698823,972850.98789512 -4280435.7546155,972849.41874309 -4280401.85930032,972849.84692039 -4280348.93052958)
19760	LINESTRING (972885.47131306 -4279913.17157555)
19761	LINESTRING (972885.47131306 -4279913.17157555)
19764	LINESTRING (973702.34764016 -4280900.320198)
19765	LINESTRING (973702.34764016 -4280900.320198)
19766	LINESTRING (974580.86024964 -4280774.38239847,974618.64648046 -4280770.41954141,974655.32158208 -4280766.03443603,974690.58557873 -4280761.9063674,974736.67717424 -4280759.05398035,974779.26968588 -4280757.42899525,974815.91501301 -4280756.12195473,974851.68837724 -4280753.79761131,974889.54173518 -4280752.21608077)
19767	LINESTRING (974889.54173518 -4280752.21608077,974851.68837724 -4280753.79761131,974815.91501301 -4280756.12195473,974779.26968588 -4280757.42899525,974736.67717424 -4280759.05398035,974690.58557873 -4280761.9063674,974655.32158208 -4280766.03443603,974618.64648046 -4280770.41954141,974580.86024964 -4280774.38239847)
19768	LINESTRING (975220.5216657 -4280764.52130041,975183.31286559 -4280763.62699928,975147.00499955 -4280762.71116071,975110.91619588 -4280762.24030592,975074.88155899 -4280762.16634644,975037.89774669 -4280761.75151812,975001.74676733 -4280762.59722399,974964.35512511 -4280763.0764666,974935.05986351 -4280765.01734966,974891.71897265 -4280767.66247082)
19769	LINESTRING (974891.71897265 -4280767.66247082,974935.05986351 -4280765.01734966,974964.35512511 -4280763.0764666,975001.74676733 -4280762.59722399,975037.89774669 -4280761.75151812,975074.88155899 -4280762.16634644,975110.91619588 -4280762.24030592,975147.00499955 -4280762.71116071,975183.31286559 -4280763.62699928,975220.5216657 -4280764.52130041)
19772	LINESTRING (974427.81802496 -4280747.1592458,974450.36420902 -4280751.42330694,974494.40169979 -4280754.52750483,974572.33260539 -4280754.51436887,974592.32690461 -4280752.56238555,974626.30592674 -4280749.78857152,974659.75033572 -4280745.50064766,974685.79558383 -4280742.55684178,974716.7783582 -4280739.64342451,974752.5342071 -4280737.6196396,974787.50856848 -4280736.99461666,974821.14308785 -4280737.94332753,974856.44969419 -4280740.42785175)
19773	LINESTRING (974856.44969419 -4280740.42785175,974821.14308785 -4280737.94332753,974787.50856848 -4280736.99461666,974752.5342071 -4280737.6196396,974716.7783582 -4280739.64342451,974685.79558383 -4280742.55684178,974659.75033572 -4280745.50064766,974626.30592674 -4280749.78857152,974592.32690461 -4280752.56238555,974572.33260539 -4280754.51436887,974494.40169979 -4280754.52750483,974450.36420902 -4280751.42330694,974427.81802496 -4280747.1592458)
19776	LINESTRING (974963.64728525 -4280745.79901519,975001.41290317 -4280745.31901279,975037.77788438 -4280744.46969907,975074.98453347 -4280744.88169621,975111.03689171 -4280744.95720953,975147.32988844 -4280745.43479822,975183.72711773 -4280746.34728407,975220.9006427 -4280747.23848383)
19777	LINESTRING (975220.9006427 -4280747.23848383,975183.72711773 -4280746.34728407,975147.32988844 -4280745.43479822,975111.03689171 -4280744.95720953,975074.98453347 -4280744.88169621,975037.77788438 -4280744.46969907,975001.41290317 -4280745.31901279,974963.64728525 -4280745.79901519)
19778	LINESTRING (980806.18493366 -4281384.3899013,980726.55768597 -4281366.89241818)
19779	LINESTRING (980726.55768597 -4281366.89241818,980806.18493366 -4281384.3899013)
